image_path,fruit_id,storage_condition,day,stage,view,timestamp,file_stem
data/Avocado Ripening Dataset/T10_d13_026_b_4.jpg,T10_026,T10,13,4,b,2022-04-16 14:15:14,T10_d13_026_b_4
data/Avocado Ripening Dataset/T10_d14_026_a_4.jpg,T10_026,T10,14,4,a,2022-04-17 15:36:40,T10_d14_026_a_4
data/Avocado Ripening Dataset/T10_d14_026_b_4.jpg,T10_026,T10,14,4,b,2022-04-17 15:36:45,T10_d14_026_b_4
data/Avocado Ripening Dataset/T10_d15_026_a_4.jpg,T10_026,T10,15,4,a,2022-04-18 16:23:06,T10_d15_026_a_4
data/Avocado Ripening Dataset/T10_d15_026_b_4.jpg,T10_026,T10,15,4,b,2022-04-18 16:23:14,T10_d15_026_b_4
data/Avocado Ripening Dataset/T10_d16_026_a_4.jpg,T10_026,T10,16,4,a,2022-04-19 13:00:16,T10_d16_026_a_4
data/Avocado Ripening Dataset/T10_d16_026_b_4.jpg,T10_026,T10,16,4,b,2022-04-19 13:00:24,T10_d16_026_b_4
data/Avocado Ripening Dataset/T10_d17_026_a_4.jpg,T10_026,T10,17,4,a,2022-04-20 12:31:12,T10_d17_026_a_4
data/Avocado Ripening Dataset/T10_d17_026_b_4.jpg,T10_026,T10,17,4,b,2022-04-20 12:31:19,T10_d17_026_b_4
data/Avocado Ripening Dataset/T10_d18_026_a_4.jpg,T10_026,T10,18,4,a,2022-04-21 13:59:53,T10_d18_026_a_4
data/Avocado Ripening Dataset/T10_d18_026_b_4.jpg,T10_026,T10,18,4,b,2022-04-21 13:59:57,T10_d18_026_b_4
data/Avocado Ripening Dataset/T10_d19_026_a_5.jpg,T10_026,T10,19,5,a,2022-04-22 13:12:46,T10_d19_026_a_5
data/Avocado Ripening Dataset/T10_d19_026_b_5.jpg,T10_026,T10,19,5,b,2022-04-22 13:12:51,T10_d19_026_b_5
data/Avocado Ripening Dataset/T10_d20_026_a_5.jpg,T10_026,T10,20,5,a,2022-04-23 13:42:12,T10_d20_026_a_5
data/Avocado Ripening Dataset/T10_d20_026_b_5.jpg,T10_026,T10,20,5,b,2022-04-23 13:42:19,T10_d20_026_b_5
data/Avocado Ripening Dataset/T10_d21_026_a_5.jpg,T10_026,T10,21,5,a,2022-04-24 14:54:42,T10_d21_026_a_5
data/Avocado Ripening Dataset/T10_d21_026_b_5.jpg,T10_026,T10,21,5,b,2022-04-24 14:54:49,T10_d21_026_b_5
data/Avocado Ripening Dataset/T10_d22_026_a_5.jpg,T10_026,T10,22,5,a,2022-04-25 15:46:02,T10_d22_026_a_5
data/Avocado Ripening Dataset/T10_d22_026_b_5.jpg,T10_026,T10,22,5,b,2022-04-25 15:46:10,T10_d22_026_b_5
data/Avocado Ripening Dataset/T10_d23_026_a_5.jpg,T10_026,T10,23,5,a,2022-04-26 12:42:37,T10_d23_026_a_5
data/Avocado Ripening Dataset/T10_d23_026_b_5.jpg,T10_026,T10,23,5,b,2022-04-26 12:42:45,T10_d23_026_b_5
data/Avocado Ripening Dataset/T10_d24_026_a_5.jpg,T10_026,T10,24,5,a,2022-04-27 16:27:38,T10_d24_026_a_5
data/Avocado Ripening Dataset/T10_d24_026_b_5.jpg,T10_026,T10,24,5,b,2022-04-27 16:27:44,T10_d24_026_b_5
data/Avocado Ripening Dataset/T10_d25_026_a_5.jpg,T10_026,T10,25,5,a,2022-04-28 19:26:03,T10_d25_026_a_5
data/Avocado Ripening Dataset/T10_d25_026_b_5.jpg,T10_026,T10,25,5,b,2022-04-28 19:26:13,T10_d25_026_b_5
data/Avocado Ripening Dataset/T10_d26_026_a_5.jpg,T10_026,T10,26,5,a,2022-04-29 14:55:53,T10_d26_026_a_5
data/Avocado Ripening Dataset/T10_d26_026_b_5.jpg,T10_026,T10,26,5,b,2022-04-29 14:56:05,T10_d26_026_b_5
data/Avocado Ripening Dataset/T10_d01_027_a_1.jpg,T10_027,T10,1,1,a,2022-04-03 18:09:00,T10_d01_027_a_1
data/Avocado Ripening Dataset/T10_d01_027_b_1.jpg,T10_027,T10,1,1,b,2022-04-03 18:09:13,T10_d01_027_b_1
data/Avocado Ripening Dataset/T10_d02_027_a_1.jpg,T10_027,T10,2,1,a,2022-04-05 09:59:23,T10_d02_027_a_1
data/Avocado Ripening Dataset/T10_d02_027_b_1.jpg,T10_027,T10,2,1,b,2022-04-05 09:59:35,T10_d02_027_b_1
data/Avocado Ripening Dataset/T10_d03_027_a_1.jpg,T10_027,T10,3,1,a,2022-04-06 10:04:15,T10_d03_027_a_1
data/Avocado Ripening Dataset/T10_d03_027_b_1.jpg,T10_027,T10,3,1,b,2022-04-06 10:04:24,T10_d03_027_b_1
data/Avocado Ripening Dataset/T10_d04_027_a_1.jpg,T10_027,T10,4,1,a,2022-04-07 10:05:57,T10_d04_027_a_1
data/Avocado Ripening Dataset/T10_d04_027_b_1.jpg,T10_027,T10,4,1,b,2022-04-07 10:06:06,T10_d04_027_b_1
data/Avocado Ripening Dataset/T10_d05_027_a_1.jpg,T10_027,T10,5,1,a,2022-04-08 10:43:49,T10_d05_027_a_1
data/Avocado Ripening Dataset/T10_d05_027_b_1.jpg,T10_027,T10,5,1,b,2022-04-08 10:43:59,T10_d05_027_b_1
data/Avocado Ripening Dataset/T10_d06_027_a_1.jpg,T10_027,T10,6,1,a,2022-04-09 10:50:26,T10_d06_027_a_1
data/Avocado Ripening Dataset/T10_d06_027_b_1.jpg,T10_027,T10,6,1,b,2022-04-09 10:50:34,T10_d06_027_b_1
data/Avocado Ripening Dataset/T10_d07_027_a_1.jpg,T10_027,T10,7,1,a,2022-04-10 10:53:45,T10_d07_027_a_1
data/Avocado Ripening Dataset/T10_d07_027_b_1.jpg,T10_027,T10,7,1,b,2022-04-10 10:53:55,T10_d07_027_b_1
data/Avocado Ripening Dataset/T10_d08_027_a_1.jpg,T10_027,T10,8,1,a,2022-04-11 10:28:16,T10_d08_027_a_1
data/Avocado Ripening Dataset/T10_d08_027_b_1.jpg,T10_027,T10,8,1,b,2022-04-11 10:28:22,T10_d08_027_b_1
data/Avocado Ripening Dataset/T10_d09_027_a_2.jpg,T10_027,T10,9,2,a,2022-04-12 10:44:38,T10_d09_027_a_2
data/Avocado Ripening Dataset/T10_d09_027_b_2.jpg,T10_027,T10,9,2,b,2022-04-12 10:44:46,T10_d09_027_b_2
data/Avocado Ripening Dataset/T10_d10_027_a_2.jpg,T10_027,T10,10,2,a,2022-04-13 10:41:03,T10_d10_027_a_2
data/Avocado Ripening Dataset/T10_d10_027_b_2.jpg,T10_027,T10,10,2,b,2022-04-13 10:41:09,T10_d10_027_b_2
data/Avocado Ripening Dataset/T10_d11_027_a_3.jpg,T10_027,T10,11,3,a,2022-04-14 10:53:24,T10_d11_027_a_3
data/Avocado Ripening Dataset/T10_d11_027_b_3.jpg,T10_027,T10,11,3,b,2022-04-14 10:53:30,T10_d11_027_b_3
data/Avocado Ripening Dataset/T10_d12_027_a_3.jpg,T10_027,T10,12,3,a,2022-04-15 17:20:28,T10_d12_027_a_3
data/Avocado Ripening Dataset/T10_d12_027_b_3.jpg,T10_027,T10,12,3,b,2022-04-15 17:20:33,T10_d12_027_b_3
data/Avocado Ripening Dataset/T10_d13_027_a_3.jpg,T10_027,T10,13,3,a,2022-04-16 13:14:39,T10_d13_027_a_3
data/Avocado Ripening Dataset/T10_d13_027_b_3.jpg,T10_027,T10,13,3,b,2022-04-16 13:14:44,T10_d13_027_b_3
data/Avocado Ripening Dataset/T10_d14_027_a_3.jpg,T10_027,T10,14,3,a,2022-04-17 14:41:50,T10_d14_027_a_3
data/Avocado Ripening Dataset/T10_d14_027_b_3.jpg,T10_027,T10,14,3,b,2022-04-17 14:41:55,T10_d14_027_b_3
data/Avocado Ripening Dataset/T10_d15_027_a_4.jpg,T10_027,T10,15,4,a,2022-04-18 14:48:22,T10_d15_027_a_4
data/Avocado Ripening Dataset/T10_d15_027_b_4.jpg,T10_027,T10,15,4,b,2022-04-18 14:48:28,T10_d15_027_b_4
data/Avocado Ripening Dataset/T10_d16_027_a_4.jpg,T10_027,T10,16,4,a,2022-04-19 12:37:12,T10_d16_027_a_4
data/Avocado Ripening Dataset/T10_d16_027_b_4.jpg,T10_027,T10,16,4,b,2022-04-19 12:37:18,T10_d16_027_b_4
data/Avocado Ripening Dataset/T10_d17_027_a_4.jpg,T10_027,T10,17,4,a,2022-04-20 11:39:38,T10_d17_027_a_4
data/Avocado Ripening Dataset/T10_d17_027_b_4.jpg,T10_027,T10,17,4,b,2022-04-20 11:39:49,T10_d17_027_b_4
data/Avocado Ripening Dataset/T10_d18_027_a_4.jpg,T10_027,T10,18,4,a,2022-04-21 12:52:08,T10_d18_027_a_4
data/Avocado Ripening Dataset/T10_d18_027_b_4.jpg,T10_027,T10,18,4,b,2022-04-21 12:52:13,T10_d18_027_b_4
data/Avocado Ripening Dataset/T10_d19_027_a_4.jpg,T10_027,T10,19,4,a,2022-04-22 12:19:32,T10_d19_027_a_4
data/Avocado Ripening Dataset/T10_d19_027_b_4.jpg,T10_027,T10,19,4,b,2022-04-22 12:19:38,T10_d19_027_b_4
data/Avocado Ripening Dataset/T10_d20_027_a_4.jpg,T10_027,T10,20,4,a,2022-04-23 12:53:42,T10_d20_027_a_4
data/Avocado Ripening Dataset/T10_d20_027_b_4.jpg,T10_027,T10,20,4,b,2022-04-23 12:53:47,T10_d20_027_b_4
data/Avocado Ripening Dataset/T10_d21_027_a_4.jpg,T10_027,T10,21,4,a,2022-04-24 13:49:55,T10_d21_027_a_4
data/Avocado Ripening Dataset/T10_d21_027_b_4.jpg,T10_027,T10,21,4,b,2022-04-24 13:50:01,T10_d21_027_b_4
data/Avocado Ripening Dataset/T10_d22_027_a_4.jpg,T10_027,T10,22,4,a,2022-04-25 14:56:31,T10_d22_027_a_4
data/Avocado Ripening Dataset/T10_d22_027_b_4.jpg,T10_027,T10,22,4,b,2022-04-25 14:56:36,T10_d22_027_b_4
data/Avocado Ripening Dataset/T10_d23_027_a_5.jpg,T10_027,T10,23,5,a,2022-04-26 11:20:08,T10_d23_027_a_5
data/Avocado Ripening Dataset/T10_d23_027_b_5.jpg,T10_027,T10,23,5,b,2022-04-26 11:20:15,T10_d23_027_b_5
data/Avocado Ripening Dataset/T10_d01_033_a_1.jpg,T10_033,T10,1,1,a,2022-04-04 10:25:38,T10_d01_033_a_1
data/Avocado Ripening Dataset/T10_d01_033_b_1.jpg,T10_033,T10,1,1,b,2022-04-04 10:25:53,T10_d01_033_b_1
data/Avocado Ripening Dataset/T10_d02_033_a_1.jpg,T10_033,T10,2,1,a,2022-04-05 11:09:41,T10_d02_033_a_1
data/Avocado Ripening Dataset/T10_d02_033_b_1.jpg,T10_033,T10,2,1,b,2022-04-05 11:09:52,T10_d02_033_b_1
data/Avocado Ripening Dataset/T10_d03_033_a_1.jpg,T10_033,T10,3,1,a,2022-04-06 11:36:25,T10_d03_033_a_1
data/Avocado Ripening Dataset/T10_d03_033_b_1.jpg,T10_033,T10,3,1,b,2022-04-06 11:36:36,T10_d03_033_b_1
data/Avocado Ripening Dataset/T10_d04_033_a_1.jpg,T10_033,T10,4,1,a,2022-04-07 11:09:14,T10_d04_033_a_1
data/Avocado Ripening Dataset/T10_d04_033_b_1.jpg,T10_033,T10,4,1,b,2022-04-07 11:09:22,T10_d04_033_b_1
data/Avocado Ripening Dataset/T10_d05_033_a_1.jpg,T10_033,T10,5,1,a,2022-04-08 12:02:17,T10_d05_033_a_1
data/Avocado Ripening Dataset/T10_d05_033_b_1.jpg,T10_033,T10,5,1,b,2022-04-08 12:02:30,T10_d05_033_b_1
data/Avocado Ripening Dataset/T10_d06_033_a_1.jpg,T10_033,T10,6,1,a,2022-04-09 12:20:39,T10_d06_033_a_1
data/Avocado Ripening Dataset/T10_d06_033_b_1.jpg,T10_033,T10,6,1,b,2022-04-09 12:20:53,T10_d06_033_b_1
data/Avocado Ripening Dataset/T10_d07_033_a_1.jpg,T10_033,T10,7,1,a,2022-04-10 12:39:58,T10_d07_033_a_1
data/Avocado Ripening Dataset/T10_d07_033_b_1.jpg,T10_033,T10,7,1,b,2022-04-10 12:40:05,T10_d07_033_b_1
data/Avocado Ripening Dataset/T10_d08_033_a_2.jpg,T10_033,T10,8,2,a,2022-04-11 11:43:11,T10_d08_033_a_2
data/Avocado Ripening Dataset/T10_d08_033_b_2.jpg,T10_033,T10,8,2,b,2022-04-11 11:43:22,T10_d08_033_b_2
data/Avocado Ripening Dataset/T10_d09_033_a_2.jpg,T10_033,T10,9,2,a,2022-04-12 12:04:00,T10_d09_033_a_2
data/Avocado Ripening Dataset/T10_d09_033_b_2.jpg,T10_033,T10,9,2,b,2022-04-12 12:04:06,T10_d09_033_b_2
data/Avocado Ripening Dataset/T10_d10_033_a_3.jpg,T10_033,T10,10,3,a,2022-04-13 11:44:31,T10_d10_033_a_3
data/Avocado Ripening Dataset/T10_d10_033_b_3.jpg,T10_033,T10,10,3,b,2022-04-13 11:44:44,T10_d10_033_b_3
data/Avocado Ripening Dataset/T10_d11_033_a_3.jpg,T10_033,T10,11,3,a,2022-04-14 12:29:07,T10_d11_033_a_3
data/Avocado Ripening Dataset/T10_d11_033_b_3.jpg,T10_033,T10,11,3,b,2022-04-14 12:29:23,T10_d11_033_b_3
data/Avocado Ripening Dataset/T10_d01_034_a_1.jpg,T10_034,T10,1,1,a,2022-04-03 18:09:51,T10_d01_034_a_1
data/Avocado Ripening Dataset/T10_d01_034_b_1.jpg,T10_034,T10,1,1,b,2022-04-03 18:10:05,T10_d01_034_b_1
data/Avocado Ripening Dataset/T10_d02_034_a_1.jpg,T10_034,T10,2,1,a,2022-04-05 09:59:57,T10_d02_034_a_1
data/Avocado Ripening Dataset/T10_d02_034_b_1.jpg,T10_034,T10,2,1,b,2022-04-05 10:00:07,T10_d02_034_b_1
data/Avocado Ripening Dataset/T10_d03_034_a_1.jpg,T10_034,T10,3,1,a,2022-04-06 10:04:49,T10_d03_034_a_1
data/Avocado Ripening Dataset/T10_d03_034_b_1.jpg,T10_034,T10,3,1,b,2022-04-06 10:04:58,T10_d03_034_b_1
data/Avocado Ripening Dataset/T10_d04_034_a_1.jpg,T10_034,T10,4,1,a,2022-04-07 10:06:28,T10_d04_034_a_1
data/Avocado Ripening Dataset/T10_d04_034_b_1.jpg,T10_034,T10,4,1,b,2022-04-07 10:06:37,T10_d04_034_b_1
data/Avocado Ripening Dataset/T10_d05_034_a_1.jpg,T10_034,T10,5,1,a,2022-04-08 10:44:24,T10_d05_034_a_1
data/Avocado Ripening Dataset/T10_d05_034_b_1.jpg,T10_034,T10,5,1,b,2022-04-08 10:44:32,T10_d05_034_b_1
data/Avocado Ripening Dataset/T10_d06_034_a_1.jpg,T10_034,T10,6,1,a,2022-04-09 10:50:55,T10_d06_034_a_1
data/Avocado Ripening Dataset/T10_d06_034_b_1.jpg,T10_034,T10,6,1,b,2022-04-09 10:51:04,T10_d06_034_b_1
data/Avocado Ripening Dataset/T10_d07_034_a_2.jpg,T10_034,T10,7,2,a,2022-04-10 10:54:18,T10_d07_034_a_2
data/Avocado Ripening Dataset/T10_d07_034_b_2.jpg,T10_034,T10,7,2,b,2022-04-10 10:54:26,T10_d07_034_b_2
data/Avocado Ripening Dataset/T10_d08_034_a_2.jpg,T10_034,T10,8,2,a,2022-04-11 10:28:52,T10_d08_034_a_2
data/Avocado Ripening Dataset/T10_d08_034_b_2.jpg,T10_034,T10,8,2,b,2022-04-11 10:29:00,T10_d08_034_b_2
data/Avocado Ripening Dataset/T10_d09_034_a_2.jpg,T10_034,T10,9,2,a,2022-04-12 10:45:14,T10_d09_034_a_2
data/Avocado Ripening Dataset/T10_d09_034_b_2.jpg,T10_034,T10,9,2,b,2022-04-12 10:45:20,T10_d09_034_b_2
data/Avocado Ripening Dataset/T10_d10_034_a_3.jpg,T10_034,T10,10,3,a,2022-04-13 10:41:32,T10_d10_034_a_3
data/Avocado Ripening Dataset/T10_d10_034_b_3.jpg,T10_034,T10,10,3,b,2022-04-13 10:41:39,T10_d10_034_b_3
data/Avocado Ripening Dataset/T10_d11_034_a_3.jpg,T10_034,T10,11,3,a,2022-04-14 10:53:52,T10_d11_034_a_3
data/Avocado Ripening Dataset/T10_d11_034_b_3.jpg,T10_034,T10,11,3,b,2022-04-14 10:53:59,T10_d11_034_b_3
data/Avocado Ripening Dataset/T10_d12_034_a_3.jpg,T10_034,T10,12,3,a,2022-04-15 17:20:45,T10_d12_034_a_3
data/Avocado Ripening Dataset/T10_d12_034_b_3.jpg,T10_034,T10,12,3,b,2022-04-15 17:20:49,T10_d12_034_b_3
data/Avocado Ripening Dataset/T10_d13_034_a_4.jpg,T10_034,T10,13,4,a,2022-04-16 13:14:52,T10_d13_034_a_4
data/Avocado Ripening Dataset/T10_d13_034_b_4.jpg,T10_034,T10,13,4,b,2022-04-16 13:14:57,T10_d13_034_b_4
data/Avocado Ripening Dataset/T10_d14_034_a_4.jpg,T10_034,T10,14,4,a,2022-04-17 14:42:24,T10_d14_034_a_4
data/Avocado Ripening Dataset/T10_d14_034_b_4.jpg,T10_034,T10,14,4,b,2022-04-17 14:42:28,T10_d14_034_b_4
data/Avocado Ripening Dataset/T10_d15_034_a_4.jpg,T10_034,T10,15,4,a,2022-04-18 14:48:46,T10_d15_034_a_4
data/Avocado Ripening Dataset/T10_d15_034_b_4.jpg,T10_034,T10,15,4,b,2022-04-18 14:48:51,T10_d15_034_b_4
data/Avocado Ripening Dataset/T10_d16_034_a_4.jpg,T10_034,T10,16,4,a,2022-04-19 12:37:38,T10_d16_034_a_4
data/Avocado Ripening Dataset/T10_d16_034_b_4.jpg,T10_034,T10,16,4,b,2022-04-19 12:37:43,T10_d16_034_b_4
data/Avocado Ripening Dataset/T10_d17_034_a_4.jpg,T10_034,T10,17,4,a,2022-04-20 11:40:06,T10_d17_034_a_4
data/Avocado Ripening Dataset/T10_d17_034_b_4.jpg,T10_034,T10,17,4,b,2022-04-20 11:40:16,T10_d17_034_b_4
data/Avocado Ripening Dataset/T10_d18_034_a_4.jpg,T10_034,T10,18,4,a,2022-04-21 12:52:31,T10_d18_034_a_4
data/Avocado Ripening Dataset/T10_d18_034_b_4.jpg,T10_034,T10,18,4,b,2022-04-21 12:52:36,T10_d18_034_b_4
data/Avocado Ripening Dataset/T10_d19_034_a_4.jpg,T10_034,T10,19,4,a,2022-04-22 12:19:53,T10_d19_034_a_4
data/Avocado Ripening Dataset/T10_d19_034_b_4.jpg,T10_034,T10,19,4,b,2022-04-22 12:19:58,T10_d19_034_b_4
data/Avocado Ripening Dataset/T10_d20_034_a_4.jpg,T10_034,T10,20,4,a,2022-04-23 12:54:04,T10_d20_034_a_4
data/Avocado Ripening Dataset/T10_d20_034_b_4.jpg,T10_034,T10,20,4,b,2022-04-23 12:54:08,T10_d20_034_b_4
data/Avocado Ripening Dataset/T10_d21_034_a_4.jpg,T10_034,T10,21,4,a,2022-04-24 13:50:22,T10_d21_034_a_4
data/Avocado Ripening Dataset/T10_d21_034_b_4.jpg,T10_034,T10,21,4,b,2022-04-24 13:50:32,T10_d21_034_b_4
data/Avocado Ripening Dataset/T10_d22_034_a_4.jpg,T10_034,T10,22,4,a,2022-04-25 14:56:51,T10_d22_034_a_4
data/Avocado Ripening Dataset/T10_d22_034_b_4.jpg,T10_034,T10,22,4,b,2022-04-25 14:56:56,T10_d22_034_b_4
data/Avocado Ripening Dataset/T10_d23_034_a_5.jpg,T10_034,T10,23,5,a,2022-04-26 11:20:32,T10_d23_034_a_5
data/Avocado Ripening Dataset/T10_d23_034_b_5.jpg,T10_034,T10,23,5,b,2022-04-26 11:20:37,T10_d23_034_b_5
data/Avocado Ripening Dataset/T10_d24_034_a_5.jpg,T10_034,T10,24,5,a,2022-04-27 14:33:23,T10_d24_034_a_5
data/Avocado Ripening Dataset/T10_d24_034_b_5.jpg,T10_034,T10,24,5,b,2022-04-27 14:33:29,T10_d24_034_b_5
data/Avocado Ripening Dataset/T10_d25_034_a_5.jpg,T10_034,T10,25,5,a,2022-04-28 18:19:14,T10_d25_034_a_5
data/Avocado Ripening Dataset/T10_d25_034_b_5.jpg,T10_034,T10,25,5,b,2022-04-28 18:19:19,T10_d25_034_b_5
data/Avocado Ripening Dataset/T10_d26_034_a_5.jpg,T10_034,T10,26,5,a,2022-04-29 11:47:02,T10_d26_034_a_5
data/Avocado Ripening Dataset/T10_d26_034_b_5.jpg,T10_034,T10,26,5,b,2022-04-29 11:47:07,T10_d26_034_b_5
data/Avocado Ripening Dataset/T10_d01_035_a_1.jpg,T10_035,T10,1,1,a,2022-04-04 11:02:42,T10_d01_035_a_1
data/Avocado Ripening Dataset/T10_d01_035_b_1.jpg,T10_035,T10,1,1,b,2022-04-04 11:02:58,T10_d01_035_b_1
data/Avocado Ripening Dataset/T10_d02_035_a_1.jpg,T10_035,T10,2,1,a,2022-04-05 12:12:11,T10_d02_035_a_1
data/Avocado Ripening Dataset/T10_d02_035_b_1.jpg,T10_035,T10,2,1,b,2022-04-05 12:12:18,T10_d02_035_b_1
data/Avocado Ripening Dataset/T10_d03_035_a_1.jpg,T10_035,T10,3,1,a,2022-04-06 12:12:59,T10_d03_035_a_1
data/Avocado Ripening Dataset/T10_d03_035_b_1.jpg,T10_035,T10,3,1,b,2022-04-06 12:13:20,T10_d03_035_b_1
data/Avocado Ripening Dataset/T10_d04_035_a_1.jpg,T10_035,T10,4,1,a,2022-04-07 11:42:14,T10_d04_035_a_1
data/Avocado Ripening Dataset/T10_d04_035_b_1.jpg,T10_035,T10,4,1,b,2022-04-07 11:42:24,T10_d04_035_b_1
data/Avocado Ripening Dataset/T10_d05_035_a_1.jpg,T10_035,T10,5,1,a,2022-04-08 12:31:30,T10_d05_035_a_1
data/Avocado Ripening Dataset/T10_d05_035_b_1.jpg,T10_035,T10,5,1,b,2022-04-08 12:31:39,T10_d05_035_b_1
data/Avocado Ripening Dataset/T10_d06_035_a_1.jpg,T10_035,T10,6,1,a,2022-04-09 12:42:57,T10_d06_035_a_1
data/Avocado Ripening Dataset/T10_d06_035_b_1.jpg,T10_035,T10,6,1,b,2022-04-09 12:43:02,T10_d06_035_b_1
data/Avocado Ripening Dataset/T10_d07_035_a_2.jpg,T10_035,T10,7,2,a,2022-04-10 12:10:37,T10_d07_035_a_2
data/Avocado Ripening Dataset/T10_d07_035_b_2.jpg,T10_035,T10,7,2,b,2022-04-10 12:10:43,T10_d07_035_b_2
data/Avocado Ripening Dataset/T10_d08_035_a_2.jpg,T10_035,T10,8,2,a,2022-04-11 12:13:41,T10_d08_035_a_2
data/Avocado Ripening Dataset/T10_d08_035_b_2.jpg,T10_035,T10,8,2,b,2022-04-11 12:13:47,T10_d08_035_b_2
data/Avocado Ripening Dataset/T10_d09_035_a_2.jpg,T10_035,T10,9,2,a,2022-04-12 12:43:04,T10_d09_035_a_2
data/Avocado Ripening Dataset/T10_d09_035_b_2.jpg,T10_035,T10,9,2,b,2022-04-12 12:43:10,T10_d09_035_b_2
data/Avocado Ripening Dataset/T10_d10_035_a_3.jpg,T10_035,T10,10,3,a,2022-04-13 12:11:12,T10_d10_035_a_3
data/Avocado Ripening Dataset/T10_d10_035_b_3.jpg,T10_035,T10,10,3,b,2022-04-13 12:11:19,T10_d10_035_b_3
data/Avocado Ripening Dataset/T10_d11_035_a_3.jpg,T10_035,T10,11,3,a,2022-04-14 13:06:43,T10_d11_035_a_3
data/Avocado Ripening Dataset/T10_d11_035_b_3.jpg,T10_035,T10,11,3,b,2022-04-14 13:06:49,T10_d11_035_b_3
data/Avocado Ripening Dataset/T10_d12_035_a_4.jpg,T10_035,T10,12,4,a,2022-04-15 17:01:52,T10_d12_035_a_4
data/Avocado Ripening Dataset/T10_d12_035_b_4.jpg,T10_035,T10,12,4,b,2022-04-15 17:01:58,T10_d12_035_b_4
data/Avocado Ripening Dataset/T10_d13_035_a_4.jpg,T10_035,T10,13,4,a,2022-04-16 13:51:06,T10_d13_035_a_4
data/Avocado Ripening Dataset/T10_d13_035_b_4.jpg,T10_035,T10,13,4,b,2022-04-16 13:51:11,T10_d13_035_b_4
data/Avocado Ripening Dataset/T10_d14_035_a_4.jpg,T10_035,T10,14,4,a,2022-04-17 15:55:46,T10_d14_035_a_4
data/Avocado Ripening Dataset/T10_d14_035_b_4.jpg,T10_035,T10,14,4,b,2022-04-17 15:55:54,T10_d14_035_b_4
data/Avocado Ripening Dataset/T10_d15_035_a_4.jpg,T10_035,T10,15,4,a,2022-04-18 16:02:05,T10_d15_035_a_4
data/Avocado Ripening Dataset/T10_d15_035_b_4.jpg,T10_035,T10,15,4,b,2022-04-18 16:02:13,T10_d15_035_b_4
data/Avocado Ripening Dataset/T10_d16_035_a_4.jpg,T10_035,T10,16,4,a,2022-04-19 13:27:40,T10_d16_035_a_4
data/Avocado Ripening Dataset/T10_d16_035_b_4.jpg,T10_035,T10,16,4,b,2022-04-19 13:27:45,T10_d16_035_b_4
data/Avocado Ripening Dataset/T10_d17_035_a_4.jpg,T10_035,T10,17,4,a,2022-04-20 13:08:21,T10_d17_035_a_4
data/Avocado Ripening Dataset/T10_d17_035_b_4.jpg,T10_035,T10,17,4,b,2022-04-20 13:08:28,T10_d17_035_b_4
data/Avocado Ripening Dataset/T10_d18_035_a_5.jpg,T10_035,T10,18,5,a,2022-04-21 14:19:38,T10_d18_035_a_5
data/Avocado Ripening Dataset/T10_d18_035_b_5.jpg,T10_035,T10,18,5,b,2022-04-21 14:19:43,T10_d18_035_b_5
data/Avocado Ripening Dataset/T10_d19_035_a_5.jpg,T10_035,T10,19,5,a,2022-04-22 13:36:49,T10_d19_035_a_5
data/Avocado Ripening Dataset/T10_d19_035_b_5.jpg,T10_035,T10,19,5,b,2022-04-22 13:36:55,T10_d19_035_b_5
data/Avocado Ripening Dataset/T10_d20_035_a_5.jpg,T10_035,T10,20,5,a,2022-04-23 13:18:48,T10_d20_035_a_5
data/Avocado Ripening Dataset/T10_d20_035_b_5.jpg,T10_035,T10,20,5,b,2022-04-23 13:18:53,T10_d20_035_b_5
data/Avocado Ripening Dataset/T10_d21_035_a_5.jpg,T10_035,T10,21,5,a,2022-04-24 15:19:06,T10_d21_035_a_5
data/Avocado Ripening Dataset/T10_d21_035_b_5.jpg,T10_035,T10,21,5,b,2022-04-24 15:19:12,T10_d21_035_b_5
data/Avocado Ripening Dataset/T10_d22_035_a_5.jpg,T10_035,T10,22,5,a,2022-04-25 15:22:27,T10_d22_035_a_5
data/Avocado Ripening Dataset/T10_d22_035_b_5.jpg,T10_035,T10,22,5,b,2022-04-25 15:22:35,T10_d22_035_b_5
data/Avocado Ripening Dataset/T10_d23_035_a_5.jpg,T10_035,T10,23,5,a,2022-04-26 13:09:35,T10_d23_035_a_5
data/Avocado Ripening Dataset/T10_d23_035_b_5.jpg,T10_035,T10,23,5,b,2022-04-26 13:09:43,T10_d23_035_b_5
data/Avocado Ripening Dataset/T10_d24_035_a_5.jpg,T10_035,T10,24,5,a,2022-04-27 15:55:35,T10_d24_035_a_5
data/Avocado Ripening Dataset/T10_d24_035_b_5.jpg,T10_035,T10,24,5,b,2022-04-27 15:55:40,T10_d24_035_b_5
data/Avocado Ripening Dataset/T10_d25_035_a_5.jpg,T10_035,T10,25,5,a,2022-04-28 19:54:50,T10_d25_035_a_5
data/Avocado Ripening Dataset/T10_d25_035_b_5.jpg,T10_035,T10,25,5,b,2022-04-28 19:54:56,T10_d25_035_b_5
data/Avocado Ripening Dataset/T10_d26_035_a_5.jpg,T10_035,T10,26,5,a,2022-04-29 14:37:31,T10_d26_035_a_5
data/Avocado Ripening Dataset/T10_d26_035_b_5.jpg,T10_035,T10,26,5,b,2022-04-29 14:37:35,T10_d26_035_b_5
